status_id,status_message,link_name,status_type,status_link,status_published,num_likes,num_comments,num_shares
5281959998_10150669923129999,"Yogi Berra, one of baseball’s greatest catchers and characters, was a mainstay of 10 New York Yankees championship teams as a player. As a manager, he led both the Yankees and New York Mets to the World Series. He also inspired the cartoon character Yogi Bear and issued a seemingly limitless supply of unwittingly witty epigrams known as Yogi-isms.","Yogi Berra, Master Catcher With a Goofy Wit, Dies at 90",link,http://nyti.ms/1LvynYK,2015-09-23 02:09:06,6570,315,4133
5281959998_10150669920994999,"The Frugal Traveler asked a concierge to prepare an ideal $1,000 day in London. Then he tried to approximate with a budget of $100.","A $1,000 Day in London for $100",link,http://nyti.ms/1LLyued,2015-09-23 01:55:09,2767,242,695
5281959998_10150669789604999,"“It was crazy,” Robert Lewandowski told reporters. “I just wanted to shoot and wasn’t thinking about what happened afterwards.”",Robert Lewandowski Scores Five Goals in Nine Minutes for Bayern Munich,link,http://nyti.ms/1KyF5I9,2015-09-23 01:25:01,3160,96,353
5281959998_10150669855929999,"Martin Winterkorn, Volkswagen’s chief executive, faces mounting scrutiny in the widening scandal over the carmaker’s faked diesel emissions testing.",Volkswagen’s Chief in the Vortex of the Storm,link,http://nyti.ms/1OQ7mAf,2015-09-23 00:55:00,527,56,109
5281959998_10150669902724999,"How one woman who didn’t know how to make a taco built a successful taqueria.

Learn 6 entrepreneurship lessons from family businessess here: http://nyti.ms/1FYiZ0x",New York Times Video,video,https://www.facebook.com/nytvideo/videos/1645128075704708/,2015-09-23 00:30:57,302,18,0
5281959998_10150669896389999,"""The language of 'burden' is mistaken. Rather, economic self-sufficiency is the central pillar in successful refugee resettlement."" Read on in The New York Times Opinion Section.",How the U.S. Can Welcome Refugees,link,http://nyti.ms/1Qwd88h,2015-09-22 23:55:08,371,59,53
5281959998_10150669886889999,"Number of radiation deaths after the Fukushima disaster: 0
Number who died from stress of evacuating after Fukushima: 1,600",When Radiation Isn’t the Real Risk,link,http://nyti.ms/1LLtIgW,2015-09-22 23:25:05,1302,79,374
5281959998_10150669852584999,"Dr. Ben Carson's remarks reflect a habit among GOP leaders of ""pandering to an angry, disaffected and heavily white base by demonizing selected minorities. Muslims are just the current target,"" the Editorial Board writes in The New York Times Opinion Section.",The Republican Attack on Muslims,link,http://nyti.ms/1OQ6go2,2015-09-22 22:55:01,3891,530,715
5281959998_10150669871399999,"If you don't have tickets to the Masses, speeches or parades, have faith. There are still a few places where you can catch a glimpse of the Pope in Washington, D.C., New York City and Philadelphia.",How to See Pope Francis During His U.S. Visit,link,http://nyti.ms/1LLrMVD,2015-09-22 22:25:09,215,19,26
5281959998_10150669857404999,"What did you think of the premiere of ""Scream Queens""? (Spoilers ahead.)",'Scream Queens' Series Premiere Recap: Funny or Scary?,link,http://nyti.ms/1OQ7ZJZ,2015-09-22 22:10:00,189,71,28
5281959998_10150669859869999,"“She is my full collaborator,” he said, and she helps conceive new tricks for him and other magicians. “And she’s my first audience.”",Joshua Jay and Anna Kloots: A Magician Marries His Assistant,link,http://nyti.ms/1OQ95p5,2015-09-22 21:55:00,2116,127,83
5281959998_10150669859484999,"The New York Times's local printer in Thailand refused to produce the paper on Monday because the edition contained this story, which it deemed too sensitive to print.","With King in Declining Health, Future of Monarchy in Thailand Is Uncertain",link,http://nyti.ms/1PqBRe6,2015-09-22 21:43:24,743,61,167
5281959998_10150669816924999,"In 4 years of college, more than 1/4th of undergraduate women at a large group of leading universities said they had been sexually assaulted by force or when they were incapacitated, according to one of the largest studies of its kind.",1 in 4 Women Experience Sex Assault on Campus,link,http://nyti.ms/1OPSSAg,2015-09-22 21:25:00,1179,148,671
5281959998_10150669838844999,"Eben Moglen, a Columbia University law professor, has long argued for making secret code transparent.",Volkswagen’s Diesel Fraud Makes Critic of Secret Code a Prophet,link,http://nyti.ms/1OQ0KBQ,2015-09-22 20:55:00,1469,67,344
5281959998_10150669836054999,"The idea of a partnership of equals is, at best, fallacy, and at worst, fantasy. Never is that more clear than when one-half of the team-up is Drake or Taylor Swift, the anchors of contemporary pop music.","Teaming Up, Together (Drake and Future) or Apart (Ryan Adams and Taylor Swift)",link,http://nyti.ms/1OPZVsI,2015-09-22 20:40:00,253,20,13
5281959998_10150669821804999,Old political adversaries of Scott Walker say he furthered his Wisconsin career with a divisive style and tacit racial appeals.,"Scott Walker’s Dismal Finish Is a Fitting Result, Old Foes Say",link,http://nyti.ms/1OPUWbF,2015-09-22 20:25:00,808,80,43
5281959998_10150669815514999,“What are you talking about?” she says. “There’s nothing wrong with my son.” Read on in The New York Times Opinion Section.,"'Dear Parent, Your Child Has Had a Psychotic Break'",link,http://nyti.ms/1OPQGIX,2015-09-22 19:55:00,2582,102,613
5281959998_10150669809014999,"Bowing to pressure, Turing Pharmaceuticals plans to partly roll back its huge price increase for a 62-year-old drug used to treat parasitic infections.","Jump in Price for an Old Drug Will Be Rolled Back, C.E.O. Shkreli Says",link,http://nyti.ms/1OPPa9R,2015-09-22 19:25:00,2399,783,1219
5281959998_10150669685354999,"While documenting the American West, a photographer found more than ""nomadic cowboys on horseback."" http://nyti.ms/1MGVwsv

Photos: Lucas Foglia, Courtesy of Fredericks & Freiser Gallery, New York",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150669684004999/?type=3,2015-09-22 18:55:00,3163,48,323
5281959998_10150669781789999,Simple recipes that leave your mind free to ruminate.,5 Easy Meals for the Distracted Cook,link,http://nyti.ms/1KyDhid,2015-09-22 18:25:01,1689,53,798
5281959998_10150669695154999,"The New York Times recently passed one million digital-only subscribers.

Revisit some of our best work since we began offering digital subscriptions in 2011: http://nyti.ms/1OpDds1 

Photos (clockwise from top): Daniel Berehulak for The New York Times, Tyler Hicks/The New York Times, Lisette Poole for The New York Times, Damon Winter/The New York Times",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150669690824999/?type=3,2015-09-22 17:55:00,915,32,55
5281959998_10150669760734999,"President Barack Obama's family greeted Pope Francis on Tuesday at Joint Base Andrews in Maryland for his first visit to the United States. Read more about his arrival here: http://nyti.ms/1j7S0Ll

Photo: Stephen Crowley/The New York Times",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150669760734999/?type=3,2015-09-22 17:25:01,15415,362,1419
5281959998_10150669752869999,"Politics Alert: After long declining to state her position on the Keystone XL pipeline, Hillary Clinton said that she opposed its completion.",Hillary Clinton Says She Opposes Keystone Pipeline,link,http://nyti.ms/1KyveSG,2015-09-22 16:57:00,1938,277,118
5281959998_10150669745034999,Today the biggest threat to the American dream is class.,Education Gap Between Rich and Poor Is Growing Wider,link,http://nyti.ms/1L45p3t,2015-09-22 16:25:04,3688,204,1491
5281959998_10150669733959999,"The software sensed when the car was being tested and then activated equipment that reduced emissions, United States officials said.",How Volkswagen Got Away With Diesel Deception,link,http://nyti.ms/1NKvvHn,2015-09-22 15:55:05,2914,323,1703
5281959998_10150669727664999,Cheesy potatoes. Need we say more?,The New York Times Food,link,http://cooking.nytimes.com/recipes/1016914-vermont-cheddar-mashed-potatoes,2015-09-22 15:41:24,1658,126,0
5281959998_10150669719214999,"“My eldest daughter, Sara, she asked me recently, ‘Poppy, are you the first Muslim to build a synagogue?’ I said: ‘No, honey, I’m sure there were others before. But maybe in New York I am.’”",An Unexpected Partner Helps Preserve a Manhattan Synagogue,link,http://nyti.ms/1LLKP22,2015-09-22 15:25:08,2033,55,338
5281959998_10150669621614999,"Kristina Bazan in an Official Versace jacket at the Burberry show during London Fashion Week.

Photo: Marcy Swingle for The New York Times",New York Times Fashion on Instagram: “Graphic content: Kristina Bazan @kristina_bazan in a...,link,http://bit.ly/1NK5po1,2015-09-22 15:10:00,764,74,40
5281959998_10150669706279999,Breaking news: Pope Francis landed to a red carpet welcome in the U.S.,Pope Francis Arrives in Washington to Open First U.S. Visit,link,http://nyti.ms/1gKC4N4,2015-09-22 14:55:27,4331,144,554
5281959998_10150669694794999,"In the age of “super PACs,” a presidential campaign can die of thirst on the shores of the Great Lakes.",Scott Walker’s Exit Shows Limits of ‘Super PAC’ Money Model,link,http://nyti.ms/1j7bVKa,2015-09-22 14:25:09,478,66,33
5281959998_10150669690704999,What you need to know about iPhone 6s.,New York Times Video,video,https://www.facebook.com/nytvideo/videos/1645390219011827/,2015-09-22 14:15:49,401,63,0
5281959998_10150669681354999,We invited readers to look into the New York Mets’ future and write the first paragraph of their last game article. Should it describe a collapse that ends with the regular-season finale? Or jubilation after Game 7 of the World Series? Or something in between?,Sadness vs. Euphoria: Fans Script Endings to Mets’ Season,link,http://nyti.ms/1MoA0FX,2015-09-22 14:10:01,222,18,37
5281959998_10150669682794999,"Declaring the growing homeless population a public emergency, the Los Angeles City Council is planning to spend $100 million to help get the estimated 26,000 homeless people off the streets.",Los Angeles Plans $100 Million Effort to End Homelessness,link,http://nyti.ms/1L3TT85,2015-09-22 13:55:05,3174,159,558
5281959998_10150669669199999,"This writing assignment was not about “trying to please 12-year-old me,” Ta-Nehisi Coates said.",Ta-Nehisi Coates to Write Black Panther Comic for Marvel,link,http://nyti.ms/1WgyTwE,2015-09-22 13:25:10,2750,93,925
5281959998_10150669658424999,"President Xi Jinping of China will meet American business executives, including the leaders of Microsoft and Boeing, while in Seattle before heading to Washington, D.C., where he will be received at the White House with a 21-gun salute and a state dinner.",President Xi  Jinping of China Arrives in Seattle,link,http://nyti.ms/1Fdm8Pt,2015-09-22 12:55:09,904,115,120
5281959998_10150669644974999,A transgender woman says her case was mishandled by T.S.A. agents and American Airlines after a body scan at an airport showed an “anomaly.”,Transgender Air Traveler Protests T.S.A. Handling,link,http://nyti.ms/1Jnh461,2015-09-22 12:25:08,713,215,75
5281959998_10150669634004999,"The Senate failed to overcome a procedural obstacle to a bill that would have banned abortions after 20 weeks, legislation that has already been approved by the House.",Bill Limiting Abortion Stalls in Senate,link,http://nyti.ms/1Fdh6ma,2015-09-22 11:55:04,817,93,46
5281959998_10150669623889999,Makeup is being refined for selfies.,The Selfie Is the New Test for Makeup,link,http://nyti.ms/1Jn6coE,2015-09-22 11:25:11,449,64,90
5281959998_10150669619374999,"Breaking news: European Union ministers, meeting in an emergency session, voted on a plan to apportion 120,000 refugees — still only a small fraction of those flowing into Europe — among members of the European Union.",European Union Ministers Approve Plan to Distribute Refugees,link,http://nyti.ms/1V7QJVx,2015-09-22 11:10:27,1017,130,130
5281959998_10150669613969999,The plot sounds like something out of a Korean television drama.,‘War of Princes’ Sows Turmoil at South Korean Conglomerate,link,http://nyti.ms/1j6yqio,2015-09-22 10:55:07,288,11,42
5281959998_10150669603549999,Who else could describe a collection of self-portraits as “a candid tribute to my fans”?,The New York Times Books,link,http://www.nytimes.com/2015/09/27/books/review/selfish-by-kim-kardashian-west-and-more.html?ref=books,2015-09-22 10:25:16,246,66,0
5281959998_10150669593354999,Here’s why prescription drugs are bubbling up to the top of the Democratic health care agenda: Drug prices are bubbling up.,Prescription Drug Costs Are Rising as a Campaign Issue,link,http://nyti.ms/1j6l9qe,2015-09-22 09:55:09,805,61,109
5281959998_10150669582299999,"""It is the most stupid politics in the world to arrest a U.S. citizen the week that Xi Jinping is coming to the United States for a state visit on political charges of spying,"" Phan Phan-Gillis’s husband, Jeff Gillis, said.",China Formally Arrests U.S. Citizen Accused of Stealing State Secrets,link,http://nyti.ms/1Po9jlz,2015-09-22 09:25:42,618,78,104
5281959998_10150669542024999,"Apple's newest iPhones will debut some high-profile features this week, but a more intelligent version of Siri might steal the spotlight.",IPhone 6s’s Hands-Free Siri Is an Omen of the Future,link,http://nyti.ms/1ONTS7V,2015-09-22 08:55:00,625,30,68
5281959998_10150669544074999,"Months after he was suspended as anchor of NBC's “Nightly News” for fabricating stories, Brian Williams is expected to return to the air today in a new role as an anchor with MSNBC.  

His first assignment: covering Pope Francis’ visit to the U.S.",Brian Williams Return Is Part of Revamp at MSNBC,link,http://nyti.ms/1MGAgTI,2015-09-22 08:25:00,1733,521,168
5281959998_10150669542849999,"Quote of the Day: ""I thought I was in better shape."" — Don Pellmann, age 100, who set 5 world records at the San Diego Senior Games, but fell short in the pole vault, dislodging the bar 3 times.",100 Years Old. 5 World Records.,link,http://nyti.ms/1LtexgE,2015-09-22 07:55:08,578,20,142
5281959998_10150669516999999,The measure would establish as policy a reduction of greenhouse gas emissions by 2 percent each year through 2025 — a cut even larger than the target set by the Obama administration.,Senate Democrats to Unveil Aggressive Climate Change Bill,link,http://nyti.ms/1OrMgsB,2015-09-22 07:00:00,3458,86,284
5281959998_10150669510489999,"Street homelessness in Madison, Wis., has increased more than 40 percent in the last four years, stretching the city’s network of shelters, and the volunteers who supply food and clothing.",Surge in Homelessness Tests Wisconsin Capital’s Welcoming Spirit,link,http://nyti.ms/1OrKDez,2015-09-22 06:45:00,863,266,327
5281959998_10150669504599999,"While some yearn to join the exodus to Europe, many Syrians have all but surrendered to a life of limited possibilities in refugee camps in Turkey, Jordan and Lebanon.","As Others Flee to West, Most Syrian Refugees Remain in Region",link,http://nyti.ms/1gJevUV,2015-09-22 06:20:00,548,43,114
5281959998_10150669508129999,Breaking news: Volkswagen said that 11 million diesel cars worldwide were equipped with the same software that was used to cheat on emissions tests in the United States.,Volkswagen Says 11 Million Cars Are Affected in Diesel Deception; Sets Aside $7.3 Billion,link,http://nyti.ms/1NQOdPt,2015-09-22 06:06:59,1087,209,472
5281959998_10150669396014999,"""You see people that are 100 run, but to see someone that age pole-vault or long jump, that’s another galaxy.""",100 Years Old. 5 World Records.,link,http://nyti.ms/1QuSsO4,2015-09-22 05:55:00,737,22,173
5281959998_10150669498924999,No selfie sticks will be allowed near the pope.,Protecting Pope Francis Means Being Able to Stop on a Dime,link,http://nyti.ms/1Lt1pYP,2015-09-22 05:20:48,715,68,71
5281959998_10150669438159999,Goldman's glass-walled 6th floor in its headquarters has largely become vacant.,Empty Floor at Goldman Puts Change on Display,link,http://nyti.ms/1V6QkTk,2015-09-22 04:55:00,781,44,86
5281959998_10150669417574999,"Bankers reacted to the Fed's decision not to raise interest rates with sheer, unadulterated rage. Read on from Paul Krugman in The New York Times Opinion Section.",The Rage of the Bankers,link,http://nyti.ms/1V6QDxv,2015-09-22 04:25:01,3641,116,686
5281959998_10150669425119999,"“It’s just a couple extra inches but when you throw in the alcohol and priority boarding, it just makes it more appealing.”",Airlines Find Travelers Accept Fees Wrapped Up in Bundles,link,http://nyti.ms/1V6RbDH,2015-09-22 03:55:01,309,34,57
5281959998_10150669424159999,"In the absence of an E.U. plan, Austria is housing thousands of migrants from the Middle East and Asia, fast becoming Europe’s distribution center of people seeking safety and a better life.",Austria Takes Role of Distribution Center for Germany-Bound Migrants,link,http://nyti.ms/1V6Ra2D,2015-09-22 02:55:01,711,66,101
5281959998_10150669423094999,The Musée d’Orsay is touting this show as the first major exhibition on the artistic representation of prostitution in Paris.,"‘Splendor and Misery: Images of Prostitution,’ Captures a Profession in Paris Through Artists’ Eyes",link,http://nyti.ms/1V6R76H,2015-09-22 01:55:01,3421,133,757
5281959998_10150669171039999,"The moon is cracked, and Earth has its fingerprints all over it.",Earth Blamed for Cracks in Moon,link,http://nyti.ms/1gGJGAb,2015-09-22 00:55:00,1054,95,261
5281959998_10150669422269999,"Often described as the most powerful leader of the Chinese Communist Party in generations, President Xi Jinping is to arrive in the U.S. on Tuesday facing economic headwinds and growing doubts about his formula for governing.",Xi Jinping of China Arriving in U.S. at Moment of Vulnerability,link,http://nyti.ms/1V6R2A4,2015-09-22 00:25:00,478,46,95
5281959998_10150669421759999,"Daniel Thompson automated the art of bagel making, a development — seen variously as saving grace and sacrilege — that has sent billions of mass-produced bagels raining down on the American heartland.","Daniel Thompson, Whose Bagel Machine Altered the American Diet, Dies at 94",link,http://nyti.ms/1V6R0rX,2015-09-21 23:25:00,582,23,130
5281959998_10150669385584999,"Childhood exposure to insecticides is associated with an increased risk for certain childhood cancers, a new study has found.",Pesticides Tied to Childhood Cancers,link,http://well.blogs.nytimes.com/2015/09/21/pesticides-tied-to-childhood-cancers/?smid=fb-nytimes&smtyp=cur,2015-09-21 22:55:03,1067,76,872
5281959998_10150669399814999,“I feel totally ripped off.”,The Wrath of Volkswagen’s Drivers,link,http://nyti.ms/1V6PLc7,2015-09-21 22:25:01,1714,300,573
5281959998_10150669386744999,Why Scott Walker's campaign faltered so quickly.,Lessons From Scott Walker’s Early Exit,link,http://nyti.ms/1V6PeqB,2015-09-21 21:55:00,552,210,54
5281959998_10150669373279999,"A report describing how American forces looked the other way as Afghans raped boys with impunity prompted outrage, but U.S. officials said the problem was ultimately for Afghans to solve.",U.S. Outrage and Resignation Over Afghans’ Rape of Boys,link,http://nyti.ms/1KwBsm4,2015-09-21 21:25:00,1904,881,847
5281959998_10150669355339999,"When Dr. Ben Carson said that he would not want to see a Muslim elected president, he exposed the lack of a unifying GOP leader who can temper the impulses of the rank-and-file.","Without Calming Voice, G.O.P. Is Letting Divisive Ones Speak on Muslims",link,http://nyti.ms/1Kwzrq0,2015-09-21 20:55:01,1278,506,170
5281959998_10150669339144999,Why would you not? (From our friends at The New York Times Food.),Lobster Mac and Cheese Recipe,link,http://nyti.ms/1Kwwy8K,2015-09-21 20:25:00,3771,267,1644
5281959998_10150669323419999,"A federal grand jury is examining allegations of corruption involving the Malaysian prime minister, partly in response to an article in The New York Times of condominiums at the Time Warner Center in Manhattan whose ownership is hidden behind shell companies.","Malaysia’s Leader, Najib Razak, Faces U.S. Corruption Inquiry",link,http://nyti.ms/1Kwv6Tz,2015-09-21 19:55:00,1320,90,684
5281959998_10150669245159999,"""The Pentagon's indulgent, even complicit, attitude toward pedophiles among the Afghan militias that it funded and trained is indefensible,"" writes the Editorial Board in The New York Times Opinion Section.",Ignoring Sexual Abuse in Afghanistan,link,http://nyti.ms/1gHzzv5,2015-09-21 19:25:00,2532,290,737
5281959998_10150669170579999,"He's 100 years old and still breaking records. http://nyti.ms/1KveBbr

Photos: Sandy Huffaker for The New York Times",Photos from The New York Times's post,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150669168549999/?type=3,2015-09-21 18:55:00,4316,117,580
5281959998_10150669304759999,A huge overnight price increase for an important tuberculosis drug has been rescinded after the company that acquired the drug gave it back to its previous owner under pressure.,Big Price Increase for Tuberculosis Drug Is Rescinded,link,http://nyti.ms/1Kwsmph,2015-09-21 18:26:00,6114,297,1484
5281959998_10150669298749999,"Special Report: The Roman Catholic Church that Pope Francis will encounter on his first visit to the U.S. is being buffeted by immense change. Its power base is shifting as some churches are bursting with immigrant parishioners, while others struggle to stay open.",Pope Francis to Find a Church in Upheaval,link,http://nyti.ms/1KwqFZ0,2015-09-21 17:51:26,535,37,86
5281959998_10150669179684999,"From kugel to blintzes, these recipes from The New York Times Food will help fill the table for a break-the-fast feast.",Yom Kippur Break-Fast Recipes,link,http://nyti.ms/1FbiTYT,2015-09-21 17:25:01,1331,42,484
5281959998_10150669169999999,"Kermit's ""borderline depressing."" It's not easy being blue.","Review: In ‘The Muppets’ on ABC, Kermit Is in a Mundane Midlife Crisis",link,http://nyti.ms/1FbnqKP,2015-09-21 16:55:00,603,45,91
5281959998_10150669255874999,"Pop culture is littered with examples, from ""Sex and the City"" to ""Broad City,"" that ""friendships are flourishing as never before.""",The New York Times Books,link,http://www.nytimes.com/2015/09/20/books/review/the-social-sex-a-history-of-female-friendship.html,2015-09-21 16:25:36,984,51,0
5281959998_10150669199479999,"""It's unfortunate but not all that surprising that the FDA is ignoring the risks of making OxyContin more widely available,"" writes Vermont Governor Peter Shumlin in The New York Times Opinion Section.",OxyContin Is Not for Kids,link,http://nyti.ms/1FbwgZ1,2015-09-21 15:55:01,768,174,329
5281959998_10150669182329999,"Among its thousands of alumni, the 126-year-old boarding school counts the unlikely grouping of Donald J. Trump, Stephen Sondheim and John Gotti. Yet all 3 have this in common: They remember their time at the prep school with deep affection.","New York Military Academy’s Sudden Closing, After 126 Years",link,http://nyti.ms/1FbrFGl,2015-09-21 15:25:00,227,57,90
5281959998_10150669201209999,"Updated: Short of support and cash, Scott Walker announced that he was suspending his bid for the Republican presidential nomination.",Scott Walker Quits the 2016 Presidential Race,link,http://nyti.ms/1gHtbE9,2015-09-21 15:10:29,9444,1318,2585
5281959998_10150669040444999,"This fall, save on a subscription to The New York Times.",Enjoy The Times This Fall,link,http://nyti.ms/1MEv9U7,2015-09-21 15:10:01,240,7,7
5281959998_10150669121279999,"""She walked away and left me on my knees begging for her to at least listen to what I have to say. I left school while being mocked, laughed at. On that day, I hated myself to the extreme. I felt I wasn't worthy living. How, when the only person I trusted in the world turned her back on me? And this was the beginning of my suffering."" — K., right, a gay man from Uganda, on the day his mother disowned him. 

Photo: Robin Hammond/Witness Change

See more of Hammond's photos from the project ""Where Love Is Illegal"" on instagram.com/nytimes.",Timeline Photos,photo,https://www.facebook.com/nytimes/photos/a.283559809998.33779.5281959998/10150669121279999/?type=3,2015-09-21 14:55:00,2884,259,254
